Weather City,Year,Month,Mean Max Temp,Mean Min Temp,Mean Temp,Total Rain,Total Snow,Total Precip
Bella Coola,2012.0,1,0.4103448275862068,-4.06551724137931,-1.827586206896552,286.8,54.0,412.6
Bella Coola,2012.0,2,6.729629629629629,-0.5740740740740741,3.1,44.0,15.6,75.6
Bella Coola,2012.0,3,8.654838709677419,0.0161290322580645,4.358064516129032,61.6,13.6,81.0
Bella Coola,2012.0,4,14.273333333333332,3.1733333333333333,8.746666666666666,45.8,0.0,56.8
Bella Coola,2012.0,5,16.770967741935483,6.080645161290323,11.441935483870967,33.2,0.0,33.2
Bella Coola,2012.0,6,18.44333333333333,9.303333333333336,13.896666666666668,67.60000000000001,0.0,67.60000000000001
Bella Coola,2012.0,7,24.067741935483873,11.22258064516129,17.677419354838708,16.5,0.0,16.5
Bella Coola,2012.0,8,23.69677419354839,11.32258064516129,17.538709677419355,28.9,0.0,28.9
Bella Coola,2012.0,9,20.503333333333337,8.386666666666667,14.47,84.2,0.0,84.2
Bella Coola,2012.0,10,12.283870967741937,3.661290322580645,7.993548387096775,157.9,0.0,157.9
Bella Coola,2012.0,11,6.08,0.7933333333333333,3.46,81.2,0.8,84.4
Bella Coola,2012.0,12,1.4193548387096775,-2.5387096774193547,-0.5516129032258065,38.4,25.799999999999997,78.4
Bella Coola,2013.0,1,2.9064516129032256,-2.3548387096774195,0.2870967741935484,66.2,8.6,100.6
Bella Coola,2013.0,2,6.571428571428571,1.0392857142857144,3.8285714285714287,97.0,3.0,146.0
Bella Coola,2013.0,3,10.061290322580644,0.5032258064516129,5.306451612903226,97.8,3.0,122.4
Bella Coola,2013.0,4,13.251724137931037,3.579310344827586,8.441379310344828,67.4,0.0,67.4
Bella Coola,2013.0,5,19.05483870967742,7.316129032258065,13.21935483870968,67.3,0.0,67.3
Bella Coola,2013.0,6,20.74827586206897,10.651724137931032,15.73103448275862,78.4,0.0,78.4
Bella Coola,2013.0,7,25.9741935483871,11.148387096774194,18.59032258064516,18.0,0.0,18.0
Bella Coola,2013.0,8,23.19677419354839,12.34516129032258,17.79032258064516,58.6,0.0,58.6
Bella Coola,2013.0,9,21.123333333333335,9.633333333333333,15.406666666666666,42.6,0.0,42.6
Bella Coola,2013.0,10,13.41,3.1,8.28,102.9,0.0,102.9
Bella Coola,2013.0,11,6.173333333333333,0.8200000000000001,3.5166666666666666,108.0,15.4,119.1
Bella Coola,2013.0,12,3.935483870967742,-0.7612903225806451,1.596774193548387,181.0,20.2,219.8
Bella Coola,2014.0,1,6.109677419354839,-0.0225806451612903,3.061290322580646,116.4,10.4,130.0
Bella Coola,2014.0,2,2.9703703703703703,-4.292592592592593,-0.6555555555555556,16.6,43.2,67.7
Bella Coola,2014.0,3,6.670967741935484,-1.103225806451613,2.796774193548387,79.4,7.2,94.1
Bella Coola,2014.0,4,14.524137931034485,3.527586206896552,9.051724137931034,39.0,0.0,39.0
Bella Coola,2014.0,5,19.459999999999997,7.973333333333333,13.74,39.6,0.0,39.6
Bella Coola,2014.0,6,21.96551724137931,9.703448275862067,15.855172413793104,11.6,0.0,11.6
Bella Coola,2014.0,7,25.006451612903227,12.564516129032258,18.81935483870968,50.3,0.0,50.3
Bella Coola,2014.0,8,25.274193548387096,12.706451612903225,19.01290322580645,20.8,0.0,20.8
Bella Coola,2014.0,9,21.782758620689656,10.382758620689655,16.103448275862068,44.6,0.0,44.6
Bella Coola,2014.0,10,12.53103448275862,8.820689655172414,10.70689655172414,254.4,0.0,254.4
Bella Coola,2014.0,11,5.106666666666667,0.06,2.606666666666667,257.2,21.0,353.40000000000003
Bella Coola,2014.0,12,2.7870967741935484,-1.5419354838709676,0.635483870967742,117.8,9.6,134.2
Bella Coola,2015.0,1,3.9785714285714286,-1.907142857142857,1.0571428571428572,172.29999999999998,36.4,238.9
Bella Coola,2015.0,2,8.735714285714286,0.5535714285714286,4.671428571428572,75.6,6.0,87.2
Bella Coola,2015.0,3,11.67741935483871,3.141935483870968,7.441935483870967,225.6,0.0,225.6
Bella Coola,2015.0,4,13.633333333333333,2.9833333333333334,8.34,61.0,0.0,61.0
Bella Coola,2015.0,5,22.1,7.300000000000001,14.729032258064516,6.2,0.0,6.2
Bella Coola,2015.0,6,24.760714285714283,11.296428571428573,18.05,12.8,0.0,12.8
Bella Coola,2015.0,7,25.835483870967742,13.109677419354838,19.506451612903227,60.8,0.0,60.8
Bella Coola,2015.0,8,23.34193548387097,12.306451612903226,17.851612903225806,65.6,0.0,65.6
Bella Coola,2015.0,9,16.383333333333333,8.276666666666667,12.356666666666666,141.7,0.0,141.7
Bella Coola,2015.0,10,14.829032258064515,7.02258064516129,10.951612903225806,179.4,0.0,179.4
Bella Coola,2015.0,11,5.253571428571428,-0.0821428571428571,2.6035714285714286,112.0,8.0,162.0
Bella Coola,2015.0,12,1.274074074074074,-3.7074074074074073,-1.2185185185185186,108.4,38.599999999999994,173.39999999999998
Bella Coola,2016.0,1,2.803225806451613,-3.390322580645161,-0.2935483870967741,60.2,2.2,108.6
Bella Coola,2016.0,2,7.88,1.45,4.6899999999999995,68.6,0.0,72.6
Bella Coola,2016.0,3,13.836842105263155,2.152631578947368,8.015789473684212,26.0,0.0,26.0
Bella Coola,2016.0,4,16.483333333333334,5.516666666666667,11.02,59.6,0.0,59.6
Bella Coola,2016.0,5,20.193548387096776,7.887096774193548,14.061290322580646,13.4,0.0,13.4
Bella Coola,2016.0,6,20.833333333333332,10.5,15.666666666666666,92.4,0.0,92.4
Bella Coola,2016.0,7,22.177419354838708,13.096774193548388,17.641935483870967,52.2,0.0,52.2
Bella Coola,2016.0,8,25.161290322580644,12.758064516129032,18.9741935483871,89.0,0.0,89.0
Bella Coola,2016.0,9,17.933333333333334,8.2,13.076666666666666,118.2,0.0,118.2
Bella Coola,2016.0,10,13.064516129032258,3.645161290322581,8.370967741935484,72.6,0.0,72.6
Bella Coola,2016.0,11,8.183333333333334,2.8666666666666667,5.536666666666666,242.9,6.0,251.9
Bella Coola,2016.0,12,0.0,-5.0,-2.5032258064516126,137.0,20.0,152.8
Bella Coola,2018.0,10,10.3,5.8,8.066666666666666,0.0,0.0,0.0
Bella Coola,2018.0,11,7.403333333333333,1.73,4.586666666666667,0.0,0.0,0.0
Bella Coola,2018.0,12,2.9413793103448276,-1.7586206896551724,0.6,0.0,0.0,0.0
Bella Coola,2019.0,1,4.903225806451613,-0.2870967741935483,2.329032258064516,0.0,0.0,0.0
Bella Coola,2019.0,2,0.3464285714285715,-7.035714285714286,-3.353571428571428,0.0,0.0,0.0
Bella Coola,2019.0,3,12.04516129032258,-2.835483870967742,4.622580645161291,0.0,0.0,0.0
Bella Coola,2019.0,4,14.292857142857144,2.3214285714285716,8.332142857142857,0.0,0.0,0.0
Bella Coola,2019.0,5,21.955172413793104,7.93448275862069,14.972413793103447,0.0,0.0,0.0
Bella Coola,2019.0,6,20.94,10.5,15.748,0.0,0.0,0.0
Bella Coola,2019.0,7,22.533333333333335,13.333333333333334,17.966666666666665,0.0,0.0,0.0
Bella Coola,2019.0,8,22.573333333333338,12.473333333333333,17.55,0.0,0.0,0.0
Bella Coola,2019.0,9,18.475,10.239285714285714,14.382142857142856,0.0,0.0,0.0
Bella Coola,2019.0,10,10.884,3.94,7.432,0.0,0.0,0.0
Bella Coola,2019.0,11,7.963333333333334,2.51,5.25,0.0,0.0,0.0
Bella Coola,2019.0,12,1.4,-3.14,-0.8666666666666667,0.0,0.0,0.0
Bella Coola,2020.0,1,0.1035714285714285,-4.746428571428572,-2.314285714285714,0.0,0.0,0.0
Bella Coola,2020.0,2,5.489285714285714,-0.6178571428571429,2.460714285714286,0.0,0.0,0.0
Bella Coola,2020.0,3,8.486666666666666,-0.9566666666666668,3.7933333333333334,0.0,0.0,0.0
Bella Coola,2020.0,4,14.4,2.913793103448276,8.679310344827586,0.0,0.0,0.0
Bella Coola,2020.0,5,19.26206896551724,7.255172413793104,13.286206896551723,0.0,0.0,0.0
Bella Coola,2020.0,6,19.51875,10.91875,15.24375,0.0,0.0,0.0
Bella Coola,2020.0,7,21.75925925925926,12.57037037037037,17.185185185185187,0.0,0.0,0.0
Bella Coola,2020.0,8,19.87,11.906666666666666,15.906666666666666,0.0,0.0,0.0
Bella Coola,2020.0,9,19.79615384615385,10.284615384615384,15.057692307692308,0.0,0.0,0.0
Bella Coola,2020.0,10,11.717857142857143,5.485714285714286,8.614285714285714,0.0,0.0,0.0
Bella Coola,2020.0,11,5.9375,1.7375,3.8625,0.0,0.0,0.0
Bella Coola,2020.0,12,4.103448275862069,-1.0666666666666669,1.510344827586207,0.0,0.0,0.0
Bella Coola,2021.0,1,3.953333333333333,-1.4966666666666666,1.24,0.0,0.0,0.0
Bella Coola,2021.0,2,2.092857142857143,-3.678571428571429,-0.7928571428571429,0.0,0.0,0.0
Bella Coola,2021.0,3,8.961290322580645,0.6774193548387096,4.838709677419355,0.0,0.0,0.0
Bella Coola,2021.0,4,14.451724137931036,2.348275862068965,8.424137931034483,0.0,0.0,0.0
Bella Coola,2021.0,5,16.496296296296297,6.777777777777778,11.666666666666666,0.0,0.0,0.0
Bella Coola,2021.0,6,23.725,11.075,17.41785714285714,0.0,0.0,0.0
Bella Coola,2021.0,7,23.81935483870968,13.038709677419355,18.44193548387097,0.0,0.0,0.0
Bella Coola,2021.0,8,22.907142857142855,12.828571428571427,17.892857142857142,0.0,0.0,0.0
Bella Coola,2021.0,9,16.682142857142857,10.042857142857144,13.382142857142856,0.0,0.0,0.0
Bella Coola,2021.0,10,11.25,3.975,7.635714285714286,0.0,0.0,0.0
Bella Coola,2021.0,11,7.306666666666667,2.5633333333333335,4.963333333333334,0.0,0.0,0.0
Bella Coola,2021.0,12,-2.323076923076923,-8.0,-5.18076923076923,0.0,0.0,0.0
Castlegar,1970.0,1,-0.6774193548387096,-6.219354838709677,-3.458064516129032,11.7,83.7,90.5
Castlegar,1970.0,2,3.971428571428571,-3.0142857142857147,0.4821428571428571,12.9,17.4,29.8
Castlegar,1970.0,3,9.074193548387097,-2.329032258064516,3.396774193548387,17.9,9.4,28.2
Castlegar,1970.0,4,12.593333333333334,0.93,6.793333333333334,25.4,0.8,26.2
Castlegar,1970.0,5,21.674193548387095,5.616129032258065,13.670967741935485,17.1,0.0,17.1
Castlegar,1970.0,6,26.506666666666668,11.673333333333334,19.116666666666667,90.8,0.0,90.8
Castlegar,1970.0,7,30.18064516129032,12.838709677419354,21.532258064516128,11.7,0.0,11.7
Castlegar,1970.0,8,31.006451612903227,10.983870967741936,21.0258064516129,12.0,0.0,12.0
Castlegar,1970.0,9,18.55,5.263333333333334,11.926666666666668,26.7,0.0,26.7
Castlegar,1970.0,10,11.612903225806452,1.5935483870967742,6.616129032258065,66.0,0.0,66.0
Castlegar,1970.0,11,4.223333333333334,-1.4866666666666668,1.3833333333333333,30.3,31.8,55.8
Castlegar,1970.0,12,-0.1225806451612902,-6.493548387096775,-3.319354838709677,27.4,145.0,133.5
Castlegar,1971.0,1,-0.5,-6.199999999999999,-3.364516129032258,49.5,86.6,98.1
Castlegar,1971.0,2,2.857142857142857,-3.960714285714286,-0.5464285714285715,16.3,36.5,44.4
Castlegar,1971.0,3,5.593548387096774,-3.3161290322580643,1.1483870967741936,31.3,58.8,85.5
Castlegar,1971.0,4,14.903333333333334,1.5533333333333337,8.256666666666666,46.9,1.0,47.9
Castlegar,1971.0,5,20.68064516129032,6.325806451612903,13.525806451612905,55.0,0.0,55.0
Castlegar,1971.0,6,21.153333333333332,8.906666666666666,15.05,77.8,0.0,77.8
Castlegar,1971.0,7,28.416129032258063,11.025806451612905,19.74516129032258,60.5,0.0,60.5
Castlegar,1971.0,8,32.66129032258065,12.141935483870968,22.429032258064513,18.8,0.0,18.8
Castlegar,1971.0,9,19.19,6.430000000000001,12.83,55.5,0.0,55.5
Castlegar,1971.0,10,11.325806451612904,2.2903225806451615,6.825806451612903,37.1,5.9,42.9
Castlegar,1971.0,11,4.7266666666666675,-0.7433333333333333,2.006666666666667,28.799999999999997,40.4,61.9
Castlegar,1971.0,12,-1.780645161290323,-8.23225806451613,-5.02258064516129,17.3,119.0,104.4
Castlegar,1972.0,1,-2.5774193548387094,-9.896774193548389,-6.261290322580645,20.1,55.2,64.0
Castlegar,1972.0,2,2.548275862068966,-5.379310344827586,-1.4172413793103449,17.6,29.7,38.3
Castlegar,1972.0,3,8.506451612903225,-0.8774193548387097,3.835483870967742,32.7,17.0,49.7
Castlegar,1972.0,4,12.073333333333332,0.0299999999999999,6.08,67.1,7.9,80.5
Castlegar,1972.0,5,20.916129032258063,6.87741935483871,13.925806451612903,52.5,0.0,52.5
Castlegar,1972.0,6,21.703333333333333,10.0,15.873333333333331,60.2,0.0,60.2
Castlegar,1972.0,7,26.270967741935483,10.161290322580646,18.23870967741935,76.0,0.0,76.0
Castlegar,1972.0,8,29.44516129032258,12.070967741935483,20.780645161290323,22.0,0.0,22.0
Castlegar,1972.0,9,18.676666666666662,5.096666666666667,11.91,93.5,0.0,93.5
Castlegar,1972.0,10,12.629032258064516,1.5,7.083870967741936,10.5,5.6,16.1
Castlegar,1972.0,11,5.683333333333334,0.7933333333333333,3.25,58.9,15.3,71.8
Castlegar,1972.0,12,-1.464516129032258,-6.367741935483871,-3.916129032258065,73.7,39.5,107.4
Castlegar,1973.0,1,-1.6516129032258062,-6.867741935483871,-4.27741935483871,26.7,51.1,63.2
Castlegar,1973.0,2,2.8428571428571425,-3.5214285714285714,-0.3321428571428572,16.3,23.7,35.4
Castlegar,1973.0,3,9.63548387096774,-0.3064516129032258,4.690322580645161,32.0,3.0,35.1
Castlegar,1973.0,4,15.336666666666668,1.3833333333333333,8.386666666666667,25.9,0.8,27.2
Castlegar,1973.0,5,20.806451612903224,5.596774193548387,13.22258064516129,41.4,0.0,41.4
Castlegar,1973.0,6,23.48,8.926666666666668,16.23,28.799999999999997,0.0,28.799999999999997
Castlegar,1973.0,7,30.51935483870968,11.7,21.13225806451613,3.3,0.0,3.3
Castlegar,1973.0,8,29.906451612903226,11.096774193548388,20.5258064516129,12.5,0.0,12.5
Castlegar,1973.0,9,22.976666666666667,8.226666666666667,15.623333333333331,70.5,0.0,70.5
Castlegar,1973.0,10,11.903225806451612,3.903225806451613,7.925806451612903,78.9,0.0,78.9
Castlegar,1973.0,11,2.15,-2.13,0.0033333333333333,70.8,130.0,187.2
Castlegar,1973.0,12,1.5032258064516129,-2.4709677419354836,-0.4838709677419355,62.4,86.8,161.5
Castlegar,1974.0,1,-0.9387096774193548,-6.829032258064516,-3.8806451612903223,57.4,39.0,90.4
Castlegar,1974.0,2,3.9892857142857143,-1.9428571428571428,1.0357142857142858,6.2,36.2,53.099999999999994
Castlegar,1974.0,3,7.312903225806451,-1.1354838709677415,3.1129032258064515,59.400000000000006,8.700000000000001,69.6
Castlegar,1974.0,4,14.263333333333332,3.193333333333334,8.76,52.0,0.0,52.0
Castlegar,1974.0,5,17.05806451612903,5.077419354838709,11.093548387096773,52.099999999999994,0.0,52.099999999999994
Castlegar,1974.0,6,27.046666666666667,10.803333333333336,18.953333333333333,12.7,0.0,12.7
Castlegar,1974.0,7,26.73548387096774,11.693548387096774,19.23870967741935,66.3,0.0,66.3
Castlegar,1974.0,8,27.583870967741937,11.441935483870967,19.538709677419355,36.0,0.0,36.0
Castlegar,1974.0,9,23.59333333333333,6.35,14.99,8.1,0.0,8.1
Castlegar,1974.0,10,15.893548387096772,1.229032258064516,8.587096774193547,3.9,0.0,3.9
Castlegar,1974.0,11,5.180000000000001,0.6066666666666667,2.9166666666666665,117.9,31.299999999999997,147.9
Castlegar,1974.0,12,1.770967741935484,-2.835483870967742,-0.532258064516129,54.5,92.4,137.2
Castlegar,1975.0,1,-1.5870967741935484,-7.77741935483871,-4.696774193548387,0.0,114.1,87.1
Castlegar,1975.0,2,-0.5178571428571428,-7.596428571428571,-4.075,5.8999999999999995,87.9,91.2
Castlegar,1975.0,3,4.751612903225807,-2.4741935483870967,1.1451612903225807,19.700000000000003,33.099999999999994,50.2
Castlegar,1975.0,4,13.336666666666668,0.7933333333333332,7.093333333333334,33.3,6.3,39.599999999999994
Castlegar,1975.0,5,19.967741935483872,5.219354838709678,12.616129032258064,30.8,0.0,30.8
Castlegar,1975.0,6,22.796666666666667,9.273333333333332,16.06,59.5,0.0,59.5
Castlegar,1975.0,7,29.85483870967742,13.90967741935484,21.91290322580645,54.3,0.0,54.3
Castlegar,1975.0,8,24.345161290322583,10.212903225806452,17.306451612903224,79.7,0.0,79.7
Castlegar,1975.0,9,23.423333333333336,6.443333333333333,14.953333333333337,2.6,0.0,2.6
Castlegar,1975.0,10,11.458064516129031,3.138709677419355,7.32258064516129,116.1,12.7,129.0
Castlegar,1975.0,11,5.02,-2.853333333333333,1.09,34.1,42.8,75.9
Castlegar,1975.0,12,1.8774193548387097,-3.296774193548387,-0.7129032258064517,40.0,45.1,93.7
Castlegar,1976.0,1,1.038709677419355,-4.548387096774194,-1.7645161290322582,5.199999999999999,71.5,69.4
Castlegar,1976.0,2,3.4275862068965512,-3.7379310344827585,-0.1517241379310344,8.0,48.0,53.599999999999994
Castlegar,1976.0,3,5.290322580645161,-3.438709677419354,0.935483870967742,52.6,24.700000000000003,80.6
Castlegar,1976.0,4,14.496666666666666,2.1566666666666667,8.35,44.9,1.8,46.7
Castlegar,1976.0,5,20.041935483870965,5.84516129032258,12.96774193548387,87.4,0.0,87.4
Castlegar,1976.0,6,21.196666666666665,7.963333333333334,14.61,59.8,0.0,59.8
Castlegar,1976.0,7,26.77741935483871,11.574193548387097,19.19677419354839,42.599999999999994,0.0,42.599999999999994
Castlegar,1976.0,8,23.083870967741937,11.806451612903226,17.467741935483872,140.0,0.0,140.0
Castlegar,1976.0,9,21.57,8.606666666666666,15.123333333333331,20.1,0.0,20.1
Castlegar,1976.0,10,12.441935483870967,2.803225806451613,7.65483870967742,42.7,0.0,42.7
Castlegar,1976.0,11,5.703333333333333,-0.56,2.5900000000000003,20.7,0.5,21.7
Castlegar,1976.0,12,1.7225806451612902,-3.06774193548387,-0.667741935483871,10.7,33.0,40.3
Castlegar,1977.0,1,-1.8838709677419352,-6.945161290322581,-4.435483870967742,5.7,23.9,28.1
Castlegar,1977.0,2,4.025,-2.382142857142857,0.8285714285714285,18.8,21.1,43.9
Castlegar,1977.0,3,8.064516129032258,-1.0096774193548388,3.5483870967741935,40.2,21.9,57.9
Castlegar,1977.0,4,17.163333333333334,1.6566666666666667,9.433333333333334,12.9,0.0,12.9
Castlegar,1977.0,5,16.967741935483872,5.570967741935483,11.296774193548387,74.8,0.0,74.8
Castlegar,1977.0,6,26.22,10.59,18.426666666666662,30.4,0.0,30.4
Castlegar,1977.0,7,27.112903225806452,11.341935483870968,19.251612903225805,38.6,0.0,38.6
Castlegar,1977.0,8,29.748387096774195,12.319354838709677,21.05483870967742,69.10000000000001,0.0,69.10000000000001
Castlegar,1977.0,9,18.516666666666666,7.513333333333334,13.04,65.2,0.0,65.2
Castlegar,1977.0,10,13.3,1.3741935483870968,7.358064516129032,43.3,0.0,43.3
Castlegar,1977.0,11,3.183333333333333,-3.256666666666667,-0.0333333333333333,56.599999999999994,44.7,92.8
Castlegar,1977.0,12,-1.2225806451612902,-5.983870967741935,-3.616129032258064,55.2,77.7,126.0
Castlegar,1978.0,1,-1.1903225806451612,-4.809677419354839,-3.0064516129032257,0.6,79.7,75.5
Castlegar,1978.0,2,2.6107142857142853,-2.164285714285714,0.2321428571428571,26.9,41.8,65.2
Castlegar,1978.0,3,7.993548387096775,-0.7967741935483871,3.616129032258064,56.5,2.4,58.1
Castlegar,1978.0,4,13.96,3.183333333333333,8.603333333333333,73.7,0.0,73.7
Castlegar,1978.0,5,17.738709677419354,5.538709677419354,11.670967741935485,94.1,0.0,94.1
Castlegar,1978.0,6,24.69,9.473333333333333,17.103333333333335,104.7,0.0,104.7
Castlegar,1978.0,7,28.80967741935484,12.629032258064516,20.748387096774195,19.0,0.0,19.0
Castlegar,1978.0,8,25.23548387096774,11.6,18.44516129032258,81.0,0.0,81.0
Castlegar,1978.0,9,18.22,9.033333333333331,13.653333333333334,73.0,0.0,73.0
Castlegar,1978.0,10,13.029032258064516,2.2903225806451615,7.683870967741935,15.1,0.0,15.1
Castlegar,1978.0,11,2.82,-3.68,-0.4266666666666667,26.200000000000003,25.9,50.7
Castlegar,1978.0,12,-2.6903225806451614,-8.735483870967743,-5.732258064516128,0.0,34.6,25.1
Castlegar,1979.0,1,-6.34516129032258,-12.074193548387097,-9.238709677419354,0.0,25.5,21.1
Castlegar,1979.0,2,0.6892857142857142,-5.107142857142857,-2.217857142857143,78.4,83.7,162.6
Castlegar,1979.0,3,9.770967741935484,-2.1451612903225805,3.8354838709677415,18.8,6.3,26.1
Castlegar,1979.0,4,15.026666666666667,1.2199999999999998,8.16,48.99999999999999,0.0,49.2
Castlegar,1979.0,5,20.361290322580647,5.403225806451613,12.90967741935484,48.2,0.0,48.2
Castlegar,1979.0,6,26.33,9.6,17.986666666666668,29.5,0.0,29.5
Castlegar,1979.0,7,29.62258064516129,12.474193548387095,21.067741935483873,61.099999999999994,0.0,61.099999999999994
Castlegar,1979.0,8,29.961290322580645,13.02258064516129,21.51290322580645,41.2,0.0,41.2
Castlegar,1979.0,9,23.436666666666667,8.11,15.803333333333336,34.4,0.0,34.4
Castlegar,1979.0,10,15.432258064516128,4.064516129032258,9.774193548387096,80.8,0.0,80.8
Castlegar,1979.0,11,3.993333333333333,-2.6166666666666667,0.6966666666666668,7.2,8.1,19.0
Castlegar,1979.0,12,3.296774193548387,-0.803225806451613,1.2548387096774194,58.4,55.0,117.4
Castlegar,1980.0,1,-2.832258064516129,-9.351612903225806,-6.106451612903226,8.0,60.4,56.5
Castlegar,1980.0,2,1.6482758620689657,-2.5379310344827584,-0.4379310344827586,50.8,56.7,102.4
Castlegar,1980.0,3,7.803225806451613,-1.5870967741935484,3.1322580645161286,24.0,33.4,52.7
Castlegar,1980.0,4,17.396666666666665,3.3733333333333335,10.41,92.9,6.2,99.5
Castlegar,1980.0,5,19.990322580645163,8.609677419354838,14.32258064516129,80.1,0.0,80.1
Castlegar,1980.0,6,21.80666666666667,10.003333333333334,15.93,67.2,0.0,67.2
Castlegar,1980.0,7,27.870967741935484,11.535483870967742,19.729032258064517,33.9,0.0,33.9
Castlegar,1980.0,8,24.603225806451615,10.14516129032258,17.396774193548385,55.7,0.0,55.7
Castlegar,1980.0,9,20.456666666666667,7.47,13.986666666666668,28.2,0.0,28.2
Castlegar,1980.0,10,14.851612903225806,3.5580645161290323,9.229032258064516,38.3,0.0,38.3
Castlegar,1980.0,11,5.930000000000001,0.41,3.183333333333333,64.2,18.3,82.0
Castlegar,1980.0,12,1.2903225806451613,-2.3129032258064517,-0.5064516129032259,36.6,98.2,136.29999999999998
Castlegar,1981.0,1,2.638709677419355,-0.7032258064516129,0.9741935483870968,18.4,7.6,27.0
Castlegar,1981.0,2,4.1571428571428575,-2.3964285714285714,0.8892857142857143,73.7,13.8,90.8
Castlegar,1981.0,3,10.87741935483871,-0.7322580645161291,5.1,76.3,0.2,76.5
Castlegar,1981.0,4,13.503333333333334,1.59,7.566666666666666,59.0,1.8,60.8
Castlegar,1981.0,5,18.177419354838708,7.283870967741936,12.761290322580646,102.8,0.0,102.8
Castlegar,1981.0,6,19.686666666666667,8.29,14.01,115.4,0.0,115.4
Castlegar,1981.0,7,24.63225806451613,11.161290322580646,17.925806451612903,88.5,0.0,88.5
Castlegar,1981.0,8,29.338709677419356,12.09032258064516,20.73870967741935,27.7,0.0,27.7
Castlegar,1981.0,9,21.206666666666667,7.246666666666667,14.246666666666666,53.6,0.0,53.6
Castlegar,1981.0,10,11.125806451612902,2.467741935483871,6.82258064516129,106.4,0.0,106.4
Castlegar,1981.0,11,6.586666666666667,0.97,3.81,81.6,6.2,86.9
Castlegar,1981.0,12,0.5548387096774194,-4.570967741935483,-2.012903225806451,29.4,64.3,96.5
Castlegar,1982.0,1,-1.2129032258064516,-5.906451612903226,-3.5806451612903225,1.8,120.8,104.7
Castlegar,1982.0,2,1.2428571428571429,-4.553571428571429,-1.6607142857142858,46.7,43.7,86.5
Castlegar,1982.0,3,8.587096774193547,-1.0774193548387097,3.7806451612903222,38.400000000000006,13.5,56.8
Castlegar,1982.0,4,13.793333333333331,-0.1066666666666666,6.866666666666666,45.1,5.3999999999999995,53.1
Castlegar,1982.0,5,20.358064516129033,4.525806451612904,12.46774193548387,35.4,0.0,35.4
Castlegar,1982.0,6,26.403333333333332,11.34,18.9,72.4,0.0,72.4
Castlegar,1982.0,7,24.76451612903226,11.40967741935484,18.103225806451615,64.6,0.0,64.6
Castlegar,1982.0,8,25.187096774193545,11.667741935483871,18.45483870967742,66.6,0.0,66.6
Castlegar,1982.0,9,19.376666666666665,8.393333333333334,13.91,74.1,0.0,74.1
Castlegar,1982.0,10,12.116129032258064,3.6258064516129034,7.896774193548388,52.0,0.2,52.2
Castlegar,1982.0,11,2.3766666666666665,-2.56,-0.0933333333333334,40.2,57.3,103.4
Castlegar,1982.0,12,0.0354838709677418,-4.22258064516129,-2.096774193548387,36.0,79.5,133.2
Castlegar,1983.0,1,1.6516129032258065,-1.7999999999999998,-0.0741935483870967,70.8,52.9,119.6
Castlegar,1983.0,2,4.357142857142857,-0.4464285714285714,1.975,83.6,21.8,105.8
Castlegar,1983.0,3,10.061290322580644,1.3516129032258064,5.719354838709678,88.7,4.8,93.5
Castlegar,1983.0,4,15.31,1.663333333333333,8.516666666666667,67.8,3.2,71.0
Castlegar,1983.0,5,22.370967741935484,6.061290322580645,14.241935483870968,26.5,0.0,26.5
Castlegar,1983.0,6,22.533333333333335,9.836666666666668,16.21333333333333,74.60000000000001,0.0,74.60000000000001
Castlegar,1983.0,7,23.383870967741935,11.303225806451612,17.36774193548387,107.9,0.0,107.9
Castlegar,1983.0,8,27.94838709677419,12.567741935483872,20.287096774193547,63.599999999999994,0.0,63.599999999999994
Castlegar,1983.0,9,19.546666666666667,5.666666666666667,12.63,20.6,0.0,20.6
Castlegar,1983.0,10,13.54516129032258,2.2806451612903227,7.932258064516129,44.3,0.0,44.3
Castlegar,1983.0,11,6.316666666666666,2.256666666666667,4.296666666666667,155.4,18.700000000000003,179.2
Castlegar,1983.0,12,-3.638709677419355,-9.332258064516129,-6.506451612903226,0.0,60.3,54.0
Castlegar,1984.0,1,0.8387096774193549,-4.158064516129032,-1.6516129032258065,24.8,38.6,66.0
Castlegar,1984.0,2,3.2482758620689656,-2.179310344827586,0.5517241379310345,31.6,18.9,57.3
Castlegar,1984.0,3,10.09032258064516,0.2677419354838709,5.206451612903226,65.6,4.0,69.6
Castlegar,1984.0,4,14.033333333333331,1.6833333333333331,7.876666666666667,57.4,4.0,62.8
Castlegar,1984.0,5,16.04193548387097,4.651612903225806,10.36774193548387,96.5,0.0,96.5
Castlegar,1984.0,6,21.846666666666668,8.566666666666666,15.24,106.0,0.0,106.0
Castlegar,1984.0,7,29.219354838709677,11.925806451612903,20.6,10.0,0.0,10.0
Castlegar,1984.0,8,28.9741935483871,11.338709677419354,20.187096774193545,9.5,0.0,9.5
Castlegar,1984.0,9,18.896666666666665,5.1,12.023333333333332,39.6,0.0,39.6
Castlegar,1984.0,10,11.48709677419355,1.564516129032258,6.548387096774194,30.8,2.3,33.1
Castlegar,1984.0,11,3.566666666666667,-1.28,1.15,72.6,97.4,179.4
Castlegar,1984.0,12,-3.4741935483870967,-8.035483870967742,-5.780645161290322,4.0,66.5,62.5
Castlegar,1985.0,1,-1.529032258064516,-5.151612903225806,-3.3483870967741933,1.2,7.2,9.0
Castlegar,1985.0,2,0.5714285714285714,-6.735714285714286,-3.1,3.6,43.7,41.1
