FIRE_CAUSE,LATITUDE,LONGITUDE,SIZE_HA,Year,Month,Weather City,Region Name,Region Number,Region Area,Lightning Dummy
Person,49.6372,-115.6883,3.9,2006,04,Sparwood,East Kootenay,1.0,2754184.0,0
Lightning,50.093700000000005,-126.3551,0.19,2009,08,Tofino,Mount Waddington,43.0,2024427.0,1
Lightning,52.4065,-125.3014,0.009,2004,06,Bella Coola,Cariboo,41.0,8060975.0,1
Lightning,50.0027,-122.9583,0.009,2009,06,Whistler,Squamish-Lillooet,31.0,1631162.0,1
Lightning,52.412200000000006,-122.2369,0.009,2009,07,Williams Lake,Cariboo,41.0,8060975.0,1
Person,49.125600000000006,-118.2095,0.009,2005,07,Nakusp,Kooteny Boundary,5.0,808452.0,0
Lightning,52.2137,-118.4218,0.009,2013,08,Golden,Columbia-Shuswap,39.0,2892919.0,1
Lightning,49.9037,-117.3687,0.009,2006,07,Nakusp,Central Kootenay,3.0,2209494.0,1
Lightning,49.3416,-117.4303,0.01,2007,08,Nakusp,Central Kootenay,3.0,2209494.0,1
Person,49.7162,-123.0918,0.009,2019,06,Whistler,Squamish-Lillooet,31.0,1631162.0,0
Lightning,49.2377,-117.6468,0.009,2002,07,Nakusp,Central Kootenay,3.0,2209494.0,1
Lightning,50.1843,-120.3831,0.009,2014,06,Penticton,Thompson-Nicola,33.0,4444942.0,1
Lightning,50.7549,-122.83,0.009,2012,08,Whistler,Squamish-Lillooet,31.0,1631162.0,1
Lightning,50.831300000000006,-119.7664,0.009,2018,06,Penticton,Thompson-Nicola,33.0,4444942.0,1
Lightning,50.8473,-116.4446,0.009,2008,08,Golden,East Kootenay,1.0,2754184.0,1
Person,51.8994,-121.5608,1.6,2010,04,Williams Lake,Cariboo,41.0,8060975.0,0
Lightning,52.0564,-119.6425,0.009,2008,07,Williams Lake,Thompson-Nicola,33.0,4444942.0,1
Unknown,57.1197,-122.6805,0.009,2010,07,Fort Nelson,Peace River,55.0,11738755.0,0
Lightning,49.0724,-117.0076,0.015,2018,07,Nakusp,Central Kootenay,3.0,2209494.0,1
Lightning,51.895,-120.3005,20.7,2009,07,Williams Lake,Cariboo,41.0,8060975.0,1
Person,49.7871,-119.4628,0.009,2003,05,Penticton,Central Okanagan,35.0,290486.0,0
Lightning,49.4862,-119.1756,0.62,2015,08,Penticton,Kooteny Boundary,5.0,808452.0,1
Lightning,51.1558,-118.244,0.009,2005,08,Nakusp,Columbia-Shuswap,39.0,2892919.0,1
Lightning,59.9123,-131.52620000000002,0.6,2009,08,Dease Lake,Bulkley-Nechako + Stikine,51.0,19202453.0,1
Lightning,49.5385,-117.788,0.4,2018,07,Nakusp,Central Kootenay,3.0,2209494.0,1
Person,53.991,-125.8545,0.1,2006,04,Smithers,Bulkley-Nechako + Stikine,51.0,19202453.0,0
Person,51.1886,-121.4929,0.1,2018,05,Williams Lake,Thompson-Nicola,33.0,4444942.0,0
Lightning,51.2783,-121.0401,1.4,2015,05,Williams Lake,Thompson-Nicola,33.0,4444942.0,1
Lightning,51.6598,-121.0754,3.0,2006,05,Williams Lake,Cariboo,41.0,8060975.0,1
Lightning,50.4207,-127.1843,7.0,2009,07,Port Hardy,Mount Waddington,43.0,2024427.0,1
Unknown,49.0732,-120.7163,0.3,2001,09,Penticton,Okanagan-Similkameen,7.0,1041168.0,0
Lightning,52.048300000000005,-121.4138,0.009,2002,08,Williams Lake,Cariboo,41.0,8060975.0,1
Lightning,52.659400000000005,-119.0414,0.009,2012,08,Golden,Fraser-Fort George,53.0,5067610.0,1
Lightning,50.6523,-118.5487,4.5,2003,08,Nakusp,North Okanagan,37.0,750260.0,1
Person,54.197500000000005,-127.0167,0.009,2002,08,Smithers,Bulkley-Nechako + Stikine,51.0,19202453.0,0
Lightning,55.784600000000005,-121.8667,0.6,2006,07,Dawson Creek,Peace River,55.0,11738755.0,1
Lightning,52.723,-122.9043,9.5,2003,06,Williams Lake,Cariboo,41.0,8060975.0,1
Lightning,59.4347,-120.6212,0.2,2019,06,Fort Nelson,Northern Rockies,59.0,8511107.0,1
Lightning,49.9898,-114.9685,0.01,2017,06,Sparwood,East Kootenay,1.0,2754184.0,1
Person,49.8954,-123.2588,0.009,2006,08,Whistler,Squamish-Lillooet,31.0,1631162.0,0
Lightning,59.564600000000006,-120.8755,37.7,2017,08,Fort Nelson,Northern Rockies,59.0,8511107.0,1
Person,49.7299,-119.8628,0.009,2002,09,Penticton,Okanagan-Similkameen,7.0,1041168.0,0
Lightning,51.762,-121.1932,0.009,2013,08,Williams Lake,Cariboo,41.0,8060975.0,1
Person,50.456,-116.0161,1.0,2005,04,Golden,East Kootenay,1.0,2754184.0,0
Person,59.926300000000005,-128.8753,0.5,2014,06,Dease Lake,Bulkley-Nechako + Stikine,51.0,19202453.0,0
Lightning,59.747600000000006,-124.2972,139.20000000000002,2015,05,Fort Nelson,Northern Rockies,59.0,8511107.0,1
Person,50.7409,-120.7627,5.5,2014,04,Penticton,Thompson-Nicola,33.0,4444942.0,0
Person,50.481100000000005,-121.7284,0.009,2017,09,Whistler,Thompson-Nicola,33.0,4444942.0,0
Person,52.511300000000006,-125.3403,0.009,2002,07,Bella Coola,Cariboo,41.0,8060975.0,0
Person,56.3807,-120.8667,0.01,2008,07,Dawson Creek,Peace River,55.0,11738755.0,0
Person,49.193000000000005,-124.1037,0.1,2002,06,Vancouver,Nanaimo,21.0,203804.0,0
Person,50.1377,-120.8658,15.1,2008,04,Penticton,Thompson-Nicola,33.0,4444942.0,0
Person,51.7317,-119.755,0.8,2005,08,Penticton,Thompson-Nicola,33.0,4444942.0,0
Lightning,54.4923,-126.191,0.009,2010,08,Smithers,Bulkley-Nechako + Stikine,51.0,19202453.0,1
Lightning,52.8266,-120.8473,0.009,2003,06,Williams Lake,Cariboo,41.0,8060975.0,1
Lightning,53.3037,-120.058,0.3,2005,05,Williams Lake,Fraser-Fort George,53.0,5067610.0,1
Person,50.360800000000005,-126.1401,0.009,2016,05,Port Hardy,Mount Waddington,43.0,2024427.0,0
Lightning,52.693000000000005,-122.5015,20.0,2017,07,Williams Lake,Cariboo,41.0,8060975.0,1
Lightning,50.1832,-126.4547,2.67,2009,07,Port Hardy,Mount Waddington,43.0,2024427.0,1
Lightning,52.1758,-120.8963,2.0,2008,07,Williams Lake,Cariboo,41.0,8060975.0,1
Lightning,52.578300000000006,-121.1811,0.01,2004,06,Williams Lake,Cariboo,41.0,8060975.0,1
Lightning,49.9866,-120.3601,0.009,2019,09,Penticton,Thompson-Nicola,33.0,4444942.0,1
Lightning,54.6779,-126.7518,0.1,2018,08,Smithers,Bulkley-Nechako + Stikine,51.0,19202453.0,1
Lightning,58.727,-122.5703,2.0,2003,08,Fort Nelson,Northern Rockies,59.0,8511107.0,1
Person,49.3954,-121.8495,0.009,2012,08,Whistler,Fraser Valley,9.0,1333528.0,0
Lightning,55.4757,-121.0157,0.009,2006,06,Dawson Creek,Peace River,55.0,11738755.0,1
Lightning,49.042100000000005,-118.2392,0.009,2014,06,Nakusp,Kooteny Boundary,5.0,808452.0,1
Lightning,52.256600000000006,-118.1277,34.0,2018,08,Golden,Columbia-Shuswap,39.0,2892919.0,1
Lightning,51.871,-122.192,0.04,2007,08,Williams Lake,Cariboo,41.0,8060975.0,1
Person,52.137800000000006,-122.0755,0.2,2009,04,Williams Lake,Cariboo,41.0,8060975.0,0
Lightning,58.8231,-123.0512,0.3,2016,06,Fort Nelson,Northern Rockies,59.0,8511107.0,1
Lightning,51.9716,-117.9774,0.1,2009,09,Golden,Columbia-Shuswap,39.0,2892919.0,1
Lightning,54.0348,-121.7968,2.25,2007,07,Prince George,Fraser-Fort George,53.0,5067610.0,1
Lightning,54.1679,-123.7742,0.1,2014,06,Prince George,Bulkley-Nechako + Stikine,51.0,19202453.0,1
Person,53.553900000000006,-123.218,0.009,2007,06,Prince George,Fraser-Fort George,53.0,5067610.0,0
Person,50.8426,-120.3211,0.009,2012,05,Penticton,Thompson-Nicola,33.0,4444942.0,0
Lightning,58.926300000000005,-122.125,0.009,2005,05,Fort Nelson,Northern Rockies,59.0,8511107.0,1
Unknown,49.2995,-121.869,0.2,2011,06,Vancouver,Fraser Valley,9.0,1333528.0,0
Lightning,49.7372,-117.8922,0.05,2015,07,Nakusp,Central Kootenay,3.0,2209494.0,1
Person,58.7445,-122.621,8.6,2010,04,Fort Nelson,Northern Rockies,59.0,8511107.0,0
Lightning,52.0176,-120.2386,0.009,2006,07,Williams Lake,Thompson-Nicola,33.0,4444942.0,1
Lightning,50.6281,-117.3931,3.8,2003,08,Nakusp,Columbia-Shuswap,39.0,2892919.0,1
Lightning,50.7302,-118.0875,0.009,2006,08,Nakusp,Columbia-Shuswap,39.0,2892919.0,1
Lightning,49.227700000000006,-115.3147,0.3,2002,08,Sparwood,East Kootenay,1.0,2754184.0,1
Lightning,49.805800000000005,-120.8783,0.009,2013,08,Penticton,Thompson-Nicola,33.0,4444942.0,1
Person,56.2897,-120.6552,15.0,2006,09,Dawson Creek,Peace River,55.0,11738755.0,0
Lightning,53.8536,-124.7162,1.4,2018,06,Prince George,Bulkley-Nechako + Stikine,51.0,19202453.0,1
Lightning,49.0518,-115.078,2.9,2013,08,Sparwood,East Kootenay,1.0,2754184.0,1
Lightning,52.2686,-119.216,0.009,2013,07,Golden,Thompson-Nicola,33.0,4444942.0,1
Lightning,58.96,-124.2968,18070.6,2015,05,Fort Nelson,Northern Rockies,59.0,8511107.0,1
Lightning,50.8185,-119.9595,0.2,2002,06,Penticton,Thompson-Nicola,33.0,4444942.0,1
Person,49.284,-124.8229,0.3,2009,07,Tofino,Alberni-Clayquot,23.0,658915.0,0
Lightning,55.0773,-122.1265,0.009,2013,07,Prince George,Fraser-Fort George,53.0,5067610.0,1
Unknown,53.981100000000005,-122.5393,0.5,2019,04,Prince George,Fraser-Fort George,53.0,5067610.0,0
Person,50.6429,-120.0898,0.009,2003,08,Penticton,Thompson-Nicola,33.0,4444942.0,0
Person,50.5584,-123.1865,0.009,2015,06,Whistler,Squamish-Lillooet,31.0,1631162.0,0
Person,50.0696,-120.8487,3.0,2002,05,Penticton,Thompson-Nicola,33.0,4444942.0,0
Person,49.3688,-115.2195,0.1,2003,08,Sparwood,East Kootenay,1.0,2754184.0,0
Lightning,59.3883,-123.119,0.1,2010,07,Fort Nelson,Northern Rockies,59.0,8511107.0,1
Lightning,49.2875,-117.5095,0.009,2005,08,Nakusp,Central Kootenay,3.0,2209494.0,1
Lightning,54.1501,-126.5035,0.12,2009,06,Smithers,Bulkley-Nechako + Stikine,51.0,19202453.0,1
Lightning,49.0831,-119.4638,0.3,2008,08,Penticton,Okanagan-Similkameen,7.0,1041168.0,1
Lightning,51.5532,-118.9228,0.15,2015,07,Nakusp,Columbia-Shuswap,39.0,2892919.0,1
Person,51.8335,-123.1683,0.4,2010,09,Williams Lake,Cariboo,41.0,8060975.0,0
Person,49.8518,-118.16,1.0,2007,04,Nakusp,Central Kootenay,3.0,2209494.0,0
Lightning,52.1172,-121.5247,0.1,2006,05,Williams Lake,Cariboo,41.0,8060975.0,1
Lightning,50.708200000000005,-118.5678,0.1,2018,07,Nakusp,North Okanagan,37.0,750260.0,1
Lightning,49.404900000000005,-118.2954,0.09,2008,06,Nakusp,Kooteny Boundary,5.0,808452.0,1
Lightning,58.9502,-122.126,0.009,2005,07,Fort Nelson,Northern Rockies,59.0,8511107.0,1
Lightning,49.0733,-119.5611,0.009,2004,06,Penticton,Okanagan-Similkameen,7.0,1041168.0,1
Lightning,55.9999,-122.1587,0.009,2008,08,Dawson Creek,Peace River,55.0,11738755.0,1
Lightning,58.7293,-122.5905,0.8,2010,07,Fort Nelson,Northern Rockies,59.0,8511107.0,1
Lightning,54.5921,-122.7113,0.001,2016,06,Prince George,Fraser-Fort George,53.0,5067610.0,1
Person,50.7913,-120.3459,2.3000000000000003,2006,05,Penticton,Thompson-Nicola,33.0,4444942.0,0
Lightning,50.1432,-115.8306,0.1,2019,06,Sparwood,East Kootenay,1.0,2754184.0,1
Person,53.9538,-123.3261,0.7000000000000001,2010,04,Prince George,Fraser-Fort George,53.0,5067610.0,0
Lightning,52.3061,-122.4362,0.009,2008,08,Williams Lake,Cariboo,41.0,8060975.0,1
Lightning,54.0475,-124.9596,3.5,2003,05,Prince George,Bulkley-Nechako + Stikine,51.0,19202453.0,1
Lightning,53.2499,-121.3662,0.009,2014,08,Williams Lake,Cariboo,41.0,8060975.0,1
Person,49.0673,-123.9772,0.009,2013,08,Vancouver,Nanaimo,21.0,203804.0,0
Person,48.4058,-123.9875,0.009,2008,07,Vancouver,Capital,17.0,234048.99999999997,0
Lightning,50.1355,-126.2795,0.009,2009,07,Tofino,Mount Waddington,43.0,2024427.0,1
Lightning,49.8932,-118.183,0.4,2001,05,Nakusp,Central Kootenay,3.0,2209494.0,1
Person,55.6441,-122.1685,0.5,2006,05,Prince George,Peace River,55.0,11738755.0,0
Person,50.7729,-119.72,0.2,2002,08,Penticton,Thompson-Nicola,33.0,4444942.0,0
Lightning,52.7062,-125.6542,0.8,2004,06,Bella Coola,Cariboo,41.0,8060975.0,1
Person,49.3905,-115.8063,0.009,2015,04,Sparwood,East Kootenay,1.0,2754184.0,0
Lightning,49.0107,-114.8242,0.15,2017,08,Sparwood,East Kootenay,1.0,2754184.0,1
Lightning,52.17,-118.4884,0.009,2010,07,Golden,Columbia-Shuswap,39.0,2892919.0,1
Lightning,50.5088,-119.9254,0.009,2006,07,Penticton,Thompson-Nicola,33.0,4444942.0,1
Person,49.2535,-124.9659,0.009,2012,08,Tofino,Alberni-Clayquot,23.0,658915.0,0
Lightning,52.0075,-122.0017,0.1,2007,08,Williams Lake,Cariboo,41.0,8060975.0,1
Person,54.567,-124.4958,6.1000000000000005,2013,05,Prince George,Bulkley-Nechako + Stikine,51.0,19202453.0,0
Lightning,52.9157,-125.559,2.0,2006,07,Bella Coola,Cariboo,41.0,8060975.0,1
Lightning,49.039,-117.2653,0.2,2003,08,Nakusp,Central Kootenay,3.0,2209494.0,1
Lightning,52.6895,-120.8988,0.009,2015,05,Williams Lake,Cariboo,41.0,8060975.0,1
Lightning,50.451,-120.8667,0.009,2010,07,Penticton,Thompson-Nicola,33.0,4444942.0,1
Lightning,50.8939,-120.1024,0.4,2018,08,Penticton,Thompson-Nicola,33.0,4444942.0,1
Lightning,50.8458,-118.5307,0.009,2002,08,Nakusp,North Okanagan,37.0,750260.0,1
Lightning,50.1155,-119.4087,0.009,2002,08,Penticton,Central Okanagan,35.0,290486.0,1
Person,50.2958,-122.7589,0.009,2019,06,Whistler,Squamish-Lillooet,31.0,1631162.0,0
Lightning,50.3125,-118.6742,0.009,2009,09,Nakusp,North Okanagan,37.0,750260.0,1
Person,53.901900000000005,-123.2445,1.0,2003,05,Prince George,Fraser-Fort George,53.0,5067610.0,0
Lightning,51.7895,-119.714,0.1,2006,08,Penticton,Thompson-Nicola,33.0,4444942.0,1
Lightning,49.9054,-118.3873,0.01,2015,08,Nakusp,North Okanagan,37.0,750260.0,1
Person,50.7166,-120.286,7.35,2003,07,Penticton,Thompson-Nicola,33.0,4444942.0,0
Lightning,51.7257,-122.8643,1.1,2013,08,Williams Lake,Cariboo,41.0,8060975.0,1
Lightning,49.203700000000005,-117.4732,0.002,2015,08,Nakusp,Central Kootenay,3.0,2209494.0,1
Lightning,55.991,-123.3222,87.0,2006,09,Prince George,Peace River,55.0,11738755.0,1
Lightning,51.2987,-118.3616,0.6,2010,07,Nakusp,Columbia-Shuswap,39.0,2892919.0,1
Person,49.2721,-124.2816,0.5,2006,07,Vancouver,Nanaimo,21.0,203804.0,0
Lightning,50.9557,-121.768,0.009,2005,05,Williams Lake,Squamish-Lillooet,31.0,1631162.0,1
Person,55.4394,-127.7212,0.009,2007,04,Smithers,Kitimat-Stikine,49.0,10446461.0,0
Person,49.796800000000005,-119.4788,0.009,2002,07,Penticton,Central Okanagan,35.0,290486.0,0
Person,49.5677,-118.9836,0.9,2008,10,Penticton,Kooteny Boundary,5.0,808452.0,0
Lightning,50.1269,-121.5971,0.009,2009,07,Whistler,Thompson-Nicola,33.0,4444942.0,1
Lightning,49.422900000000006,-115.7232,0.009,2010,08,Sparwood,East Kootenay,1.0,2754184.0,1
Lightning,51.5362,-118.9174,0.009,2004,07,Nakusp,Columbia-Shuswap,39.0,2892919.0,1
Lightning,54.6801,-122.5748,0.5,2010,06,Prince George,Fraser-Fort George,53.0,5067610.0,1
Lightning,49.7421,-116.8391,0.04,2015,06,Nakusp,Central Kootenay,3.0,2209494.0,1
Lightning,50.4667,-117.4667,0.009,2001,09,Nakusp,Central Kootenay,3.0,2209494.0,1
Lightning,53.1723,-121.5345,0.009,2006,09,Williams Lake,Cariboo,41.0,8060975.0,1
Lightning,51.5067,-118.55,0.009,2013,07,Nakusp,Columbia-Shuswap,39.0,2892919.0,1
Lightning,50.8954,-124.4337,63.76,2009,08,Whistler,Comox + Strathacona,25.0,1997796.0,1
Lightning,49.151900000000005,-118.309,0.025,2005,08,Nakusp,Kooteny Boundary,5.0,808452.0,1
Lightning,53.9583,-122.8618,0.009,2017,07,Prince George,Fraser-Fort George,53.0,5067610.0,1
Lightning,55.1758,-122.7005,0.009,2017,08,Prince George,Fraser-Fort George,53.0,5067610.0,1
Person,50.1452,-121.5743,0.009,2003,04,Whistler,Thompson-Nicola,33.0,4444942.0,0
Person,49.43,-121.8403,0.009,2008,07,Whistler,Fraser Valley,9.0,1333528.0,0
Person,52.1615,-121.9141,0.009,2011,10,Williams Lake,Cariboo,41.0,8060975.0,0
Person,55.4716,-127.7261,11.5,2019,05,Smithers,Kitimat-Stikine,49.0,10446461.0,0
Lightning,51.831300000000006,-121.6508,0.009,2008,08,Williams Lake,Cariboo,41.0,8060975.0,1
Lightning,50.275200000000005,-118.6663,0.09,2019,07,Nakusp,North Okanagan,37.0,750260.0,1
Person,49.7214,-119.8695,0.2,2018,09,Penticton,Okanagan-Similkameen,7.0,1041168.0,0
Lightning,52.2544,-118.5704,0.009,2003,08,Golden,Columbia-Shuswap,39.0,2892919.0,1
Lightning,50.0355,-117.522,0.2,2012,08,Nakusp,Central Kootenay,3.0,2209494.0,1
Lightning,53.7263,-121.1835,0.2,2004,07,Prince George,Fraser-Fort George,53.0,5067610.0,1
Lightning,59.856100000000005,-122.44,0.4,2011,07,Fort Nelson,Northern Rockies,59.0,8511107.0,1
Lightning,50.2015,-120.47,0.2,2002,08,Penticton,Thompson-Nicola,33.0,4444942.0,1
Lightning,49.8289,-118.125,0.01,2007,07,Nakusp,Central Kootenay,3.0,2209494.0,1
Lightning,49.0874,-120.3892,0.009,2004,06,Penticton,Okanagan-Similkameen,7.0,1041168.0,1
Lightning,58.762,-122.2737,0.009,2005,05,Fort Nelson,Northern Rockies,59.0,8511107.0,1
Lightning,49.1359,-115.4801,0.01,2008,08,Sparwood,East Kootenay,1.0,2754184.0,1
Lightning,49.6128,-120.5158,0.35,2003,08,Penticton,Okanagan-Similkameen,7.0,1041168.0,1
Lightning,57.4583,-120.521,0.7000000000000001,2009,06,Dawson Creek,Peace River,55.0,11738755.0,1
Lightning,49.8667,-120.7277,0.009,2010,08,Penticton,Thompson-Nicola,33.0,4444942.0,1
Person,49.4795,-119.6178,0.009,2015,07,Penticton,Okanagan-Similkameen,7.0,1041168.0,0
Lightning,50.1893,-117.9795,0.1,2009,07,Nakusp,Central Kootenay,3.0,2209494.0,1
Person,49.808800000000005,-119.7353,0.1,2001,06,Penticton,Central Okanagan,35.0,290486.0,0
Lightning,49.65,-115.946,1.0,2006,05,Sparwood,East Kootenay,1.0,2754184.0,1
Person,54.5116,-128.5328,0.009,2004,05,Smithers,Kitimat-Stikine,49.0,10446461.0,0
Person,56.0502,-121.9613,300.0,2015,12,Dawson Creek,Peace River,55.0,11738755.0,0
Lightning,49.307,-120.7403,5.0,2003,08,Penticton,Okanagan-Similkameen,7.0,1041168.0,1
Lightning,51.9307,-118.387,48.7,2014,08,Golden,Columbia-Shuswap,39.0,2892919.0,1
Lightning,53.3903,-121.1177,43.0,2007,07,Williams Lake,Cariboo,41.0,8060975.0,1
Lightning,55.2435,-125.2873,0.4,2009,07,Smithers,Bulkley-Nechako + Stikine,51.0,19202453.0,1
Lightning,54.0833,-128.7073,0.6,2012,08,Prince Rupert,Kitimat-Stikine,49.0,10446461.0,1
Lightning,49.3246,-124.9102,0.009,2013,07,Tofino,Alberni-Clayquot,23.0,658915.0,1
Lightning,49.8303,-122.3267,0.009,2008,08,Whistler,Fraser Valley,9.0,1333528.0,1
Person,49.301300000000005,-122.6903,0.3,2008,05,Vancouver,Greater Vancouver,15.0,288268.0,0
Person,49.4711,-123.3763,0.05,2008,05,Vancouver,Sunshine Coast,29.0,377373.0,0
Lightning,50.7611,-120.7346,0.36,2016,08,Penticton,Thompson-Nicola,33.0,4444942.0,1
Lightning,51.6675,-118.6279,0.4,2007,08,Nakusp,Columbia-Shuswap,39.0,2892919.0,1
Lightning,50.0583,-122.5643,0.8,2012,08,Whistler,Fraser Valley,9.0,1333528.0,1
Lightning,51.7965,-120.8537,0.009,2006,07,Williams Lake,Cariboo,41.0,8060975.0,1
Person,50.2316,-114.9552,150.0,2001,08,Sparwood,East Kootenay,1.0,2754184.0,0
Person,50.5,-119.4417,0.009,2007,04,Penticton,Columbia-Shuswap,39.0,2892919.0,0
Lightning,53.8273,-121.342,0.009,2013,07,Prince George,Fraser-Fort George,53.0,5067610.0,1
Lightning,50.8873,-124.3947,6.25,2009,08,Whistler,Comox + Strathacona,25.0,1997796.0,1
Lightning,58.244400000000006,-122.7794,3.8,2008,07,Fort Nelson,Northern Rockies,59.0,8511107.0,1
Person,49.098,-124.1137,0.009,2008,09,Vancouver,Nanaimo,21.0,203804.0,0
Lightning,58.5809,-120.9585,0.009,2005,07,Fort Nelson,Northern Rockies,59.0,8511107.0,1
Unknown,50.874100000000006,-120.2309,0.1,2012,05,Penticton,Thompson-Nicola,33.0,4444942.0,0
Lightning,53.655,-120.1683,16.5,2013,08,Dawson Creek,Fraser-Fort George,53.0,5067610.0,1
Lightning,59.8586,-124.4192,26.6,2015,06,Fort Nelson,Northern Rockies,59.0,8511107.0,1
Person,49.4463,-123.71,0.1,2002,11,Vancouver,Sunshine Coast,29.0,377373.0,0
Person,51.9016,-121.2712,1.31,2008,10,Williams Lake,Cariboo,41.0,8060975.0,0
Person,50.648700000000005,-119.9822,0.6,2008,04,Penticton,Thompson-Nicola,33.0,4444942.0,0
Lightning,50.7605,-120.5683,0.009,2015,06,Penticton,Thompson-Nicola,33.0,4444942.0,1
Person,54.072100000000006,-123.6701,0.009,2006,05,Prince George,Bulkley-Nechako + Stikine,51.0,19202453.0,0
Lightning,51.597,-123.5648,0.09,2009,08,Whistler,Cariboo,41.0,8060975.0,1
Lightning,53.8787,-122.2862,0.01,2003,06,Prince George,Fraser-Fort George,53.0,5067610.0,1
Person,49.781200000000005,-119.5798,9.76,2010,07,Penticton,Central Okanagan,35.0,290486.0,0
Person,48.7445,-123.5715,0.009,2003,03,Vancouver,Cowichan Valley,19.0,347452.0,0
Lightning,50.444100000000006,-119.3202,0.009,2005,09,Penticton,North Okanagan,37.0,750260.0,1
Lightning,54.7877,-125.0513,0.08,2018,07,Smithers,Bulkley-Nechako + Stikine,51.0,19202453.0,1
Lightning,50.891200000000005,-120.8532,0.009,2013,08,Williams Lake,Thompson-Nicola,33.0,4444942.0,1
Lightning,51.6951,-123.2034,2.5,2013,09,Williams Lake,Cariboo,41.0,8060975.0,1
Lightning,50.9604,-118.2949,0.09,2015,07,Nakusp,Columbia-Shuswap,39.0,2892919.0,1
Person,50.348200000000006,-120.3767,0.009,2003,09,Penticton,Thompson-Nicola,33.0,4444942.0,0
Person,49.764500000000005,-123.4453,49.1,2008,04,Whistler,Sunshine Coast,29.0,377373.0,0
Lightning,50.0292,-119.6184,0.1,2008,07,Penticton,Central Okanagan,35.0,290486.0,1
Person,50.0685,-120.6622,0.2,2015,08,Penticton,Thompson-Nicola,33.0,4444942.0,0
Lightning,52.7182,-119.5108,0.005,2004,08,Williams Lake,Fraser-Fort George,53.0,5067610.0,1
Lightning,50.9332,-121.8265,0.15,2004,07,Williams Lake,Squamish-Lillooet,31.0,1631162.0,1
Person,49.89,-123.1808,0.009,2007,06,Whistler,Squamish-Lillooet,31.0,1631162.0,0
Lightning,54.7445,-126.9293,0.009,2015,05,Smithers,Bulkley-Nechako + Stikine,51.0,19202453.0,1
Lightning,49.8318,-118.1377,0.009,2017,08,Nakusp,Central Kootenay,3.0,2209494.0,1
Lightning,50.7562,-120.5252,0.009,2015,06,Penticton,Thompson-Nicola,33.0,4444942.0,1
Lightning,52.9823,-125.4783,17.1,2014,08,Bella Coola,Cariboo,41.0,8060975.0,1
Lightning,49.4846,-115.8218,0.009,2009,07,Sparwood,East Kootenay,1.0,2754184.0,1
Lightning,53.289,-123.46,227.0,2006,07,Prince George,Cariboo,41.0,8060975.0,1
Person,49.3564,-122.6251,0.009,2015,07,Vancouver,Greater Vancouver,15.0,288268.0,0
Lightning,50.292100000000005,-119.973,0.3,2008,07,Penticton,Thompson-Nicola,33.0,4444942.0,1
Lightning,52.095200000000006,-124.2536,0.009,2009,08,Williams Lake,Cariboo,41.0,8060975.0,1
Lightning,49.586000000000006,-121.3096,1.0,2004,08,Penticton,Fraser Valley,9.0,1333528.0,1
Lightning,55.3333,-127.7333,0.1,2004,06,Smithers,Kitimat-Stikine,49.0,10446461.0,1
Person,50.0151,-120.6189,0.009,2017,08,Penticton,Thompson-Nicola,33.0,4444942.0,0
Person,56.2839,-121.0885,250.0,2016,04,Dawson Creek,Peace River,55.0,11738755.0,0
Lightning,52.8181,-119.1553,0.12,2018,07,Golden,Fraser-Fort George,53.0,5067610.0,1
Person,55.6176,-121.8431,34.0,2013,04,Dawson Creek,Peace River,55.0,11738755.0,0
Lightning,49.0074,-118.0443,0.009,2008,08,Nakusp,Kooteny Boundary,5.0,808452.0,1
Person,50.1162,-123.4372,0.009,2009,05,Whistler,Squamish-Lillooet,31.0,1631162.0,0
Person,56.5093,-121.9841,164.12,2018,05,Dawson Creek,Peace River,55.0,11738755.0,0
Lightning,59.220200000000006,-127.6665,2936.3,2012,07,Dease Lake,Bulkley-Nechako + Stikine,51.0,19202453.0,1
Lightning,51.4485,-117.9563,16.0,2009,07,Golden,Columbia-Shuswap,39.0,2892919.0,1
Lightning,53.787400000000005,-126.6876,0.3,2009,09,Smithers,Bulkley-Nechako + Stikine,51.0,19202453.0,1
Lightning,51.3185,-118.1916,177.0,2018,08,Nakusp,Columbia-Shuswap,39.0,2892919.0,1
Person,50.8701,-119.3559,0.25,2007,06,Penticton,Columbia-Shuswap,39.0,2892919.0,0
Person,49.2911,-125.3354,0.009,2010,07,Tofino,Alberni-Clayquot,23.0,658915.0,0
Lightning,50.4357,-115.8102,0.009,2010,07,Sparwood,East Kootenay,1.0,2754184.0,1
Lightning,51.2138,-120.8368,0.2,2003,07,Williams Lake,Thompson-Nicola,33.0,4444942.0,1
Lightning,50.3648,-122.6793,2.9,2004,08,Whistler,Squamish-Lillooet,31.0,1631162.0,1
Person,55.4356,-127.7189,1.8,2010,04,Smithers,Kitimat-Stikine,49.0,10446461.0,0
Person,52.0131,-121.8996,0.009,2002,05,Williams Lake,Cariboo,41.0,8060975.0,0
Lightning,51.083200000000005,-121.325,0.3,2002,08,Williams Lake,Thompson-Nicola,33.0,4444942.0,1
Lightning,50.1813,-119.2835,0.009,2001,07,Penticton,North Okanagan,37.0,750260.0,1
Lightning,59.0767,-123.0278,0.01,2004,06,Fort Nelson,Northern Rockies,59.0,8511107.0,1
Person,55.1496,-121.8444,0.009,2018,09,Prince George,Peace River,55.0,11738755.0,0
